;Stoch-Stoch Value;Stoch-Stoch Mean Stopping Time;Stoch-Determ Value;Stoch-Determ Mean Stopping Time;Rel Improvement
count;10000,0;10000,0;10000,0;10000,0;10000,0
mean;3946433,6292117927;2,792457103729248;3930198,382148187;2,813966989517212;1,0043948540005343
std;68513,50619120341;0,047466736286878586;48333,91887980796;0,03305000066757202;0,03037233061352937
min;1324702,4506536722;0,9671515822410583;1310585,0587807149;0,9558274149894714;0,3348236349753747
25%;3940549,66201578;2,7908501029014587;3922362,2698120717;2,8119053840637207;1,003843915398554
50%;3949422,432873126;2,7945730686187744;3931732,425093023;2,815197467803955;1,0044245975212713
75%;3958200,3202206646;2,7982864379882812;3941249,3124237806;2,8184239864349365;1,0050667399343534
max;3998436,6995470636;2,815669059753418;3980670,4920774344;2,8322503566741943;3,015261521706645
CI 95 Lower;3945090,7891658996;2,7915267727933886;3929251,054745826;2,8133192214072373;1,0037995672592437
CI 95 Upper;3947776,469257686;2,7933874346651075;3931145,7095505483;2,8146147576271865;1,004990140741825
